customer_id,country,product_family,tenure_months,monthly_spend_usd,active_users,weekly_sessions,support_tickets_90d,feature_adoption_score,is_at_risk
101164,US,Forecasting,23,2586.74,482,554,5,51.4,0
101165,UK,Analytics,6,4292.71,304,1067,0,89.3,0
101166,UK,Support AI,47,2278.06,356,164,2,86.3,0
101167,IN,Forecasting,41,3843.97,154,1050,3,71.2,0
101168,UK,Forecasting,55,3639.89,79,327,6,32.3,0
101169,US,Forecasting,9,4740.92,54,805,1,51.4,1
101170,DE,Analytics,39,6380.86,59,315,3,59.1,0
101171,SG,Support AI,59,2060.95,414,199,1,92.2,0
101172,US,Core,64,6701.6,25,542,1,60.0,0
101173,SG,Forecasting,67,3943.62,244,459,3,57.2,0
101174,IN,Core,16,4582.59,308,610,3,70.6,0
101175,SG,Analytics,13,2643.68,337,285,0,48.3,1
101176,IN,Forecasting,41,5296.56,37,1174,1,67.7,0
101177,DE,Analytics,33,4245.62,430,807,5,56.8,0
101178,US,Support AI,17,4132.39,221,1009,5,100.0,0
101179,US,Forecasting,8,2068.88,13,936,3,55.2,1
101180,SG,Analytics,11,4281.18,70,869,1,95.0,1
101181,US,Analytics,25,5130.41,430,173,3,52.0,0
101182,US,Forecasting,53,3940.09,471,706,6,71.7,0
101183,US,Support AI,5,5491.62,377,1077,3,75.0,1
101184,US,Analytics,8,5446.18,170,118,3,70.0,0
101185,UK,Forecasting,19,3494.8,473,557,2,69.1,0
101186,DE,Forecasting,63,5954.63,141,223,2,80.1,0
101187,UK,Core,71,4249.82,120,954,2,73.8,0
101188,US,Support AI,32,4254.72,383,1117,1,65.6,0
101189,AU,Forecasting,4,4308.88,164,64,1,58.6,0
101190,IN,Core,1,4276.25,262,962,3,65.7,1
101191,DE,Forecasting,61,1306.85,332,434,2,65.5,0
101192,UK,Forecasting,32,3995.94,87,1156,1,65.2,0
101193,UK,Support AI,6,2699.66,463,20,4,69.1,0
101194,UK,Core,60,5988.97,87,232,2,48.3,0
101195,US,Analytics,38,5944.69,496,863,3,53.6,0
101196,US,Core,25,5137.13,142,934,1,79.6,0
101197,AU,Forecasting,33,3937.69,211,98,2,36.5,1
101198,DE,Forecasting,16,3091.18,130,194,3,84.8,0
101199,SG,Analytics,67,3476.66,271,407,4,60.2,0
101200,IN,Support AI,56,6336.91,5,44,5,91.4,0
101201,IN,Forecasting,15,3438.58,89,938,2,85.2,1
101202,UK,Analytics,53,1608.85,262,804,2,63.4,0
101203,SG,Core,13,5333.18,348,899,2,64.9,0
101204,US,Analytics,33,5850.55,481,565,1,90.3,0
101205,US,Support AI,54,6025.14,419,769,1,85.8,0
101206,IN,Analytics,3,5342.18,461,688,4,81.6,0
101207,IN,Support AI,52,5521.67,400,833,4,84.0,0
101208,US,Forecasting,17,4258.23,389,542,1,52.8,0
101209,IN,Forecasting,50,1916.07,176,782,2,70.9,0
101210,SG,Analytics,36,4230.67,452,775,2,57.2,0
101211,UK,Forecasting,2,4883.73,481,770,2,52.4,0
101212,IN,Core,55,4051.2,259,1047,2,70.3,0
101213,DE,Core,19,4001.08,64,421,3,62.2,0
101214,US,Analytics,68,3139.47,26,1055,1,65.7,0
101215,IN,Forecasting,60,3098.09,249,36,3,61.0,0
101216,DE,Forecasting,14,6221.96,319,584,2,50.4,0
101217,IN,Analytics,43,6261.78,279,531,1,91.8,0
101218,AU,Analytics,26,4197.09,448,1042,1,70.2,0
101219,US,Forecasting,43,4509.68,270,57,1,47.8,0
101220,US,Forecasting,40,3121.06,332,262,3,70.5,0
101221,US,Core,22,4906.83,380,564,2,89.3,0
101222,UK,Analytics,47,6135.61,447,979,0,81.4,0
101223,AU,Forecasting,19,2517.85,306,558,2,60.7,0
101224,US,Support AI,65,4710.27,280,767,2,61.1,0
101225,UK,Analytics,68,4792.92,43,216,3,54.6,0
101226,IN,Support AI,12,4780.37,322,1132,0,57.6,0
101227,IN,Forecasting,52,6007.1,94,941,3,58.7,0
101228,UK,Analytics,66,6439.62,187,54,1,47.4,0
101229,US,Forecasting,10,3943.17,268,845,2,61.8,1
101230,US,Support AI,53,4940.49,45,157,4,72.8,0
101231,IN,Core,67,4292.66,348,672,0,62.2,0
101232,US,Core,16,3504.67,143,851,2,71.0,0
101233,AU,Analytics,42,4497.9,259,1111,2,90.7,0
101234,US,Core,57,4938.65,178,87,3,93.7,0
101235,US,Support AI,24,4438.62,180,346,3,67.0,0
101236,US,Support AI,17,3230.7,199,829,3,80.3,1
101237,IN,Forecasting,29,3690.08,30,316,3,65.7,1
101238,US,Support AI,24,3698.5,101,855,1,61.2,0
101239,US,Core,52,3273.31,394,222,1,52.4,0
101240,UK,Forecasting,27,4544.89,65,198,1,69.2,0
101241,DE,Analytics,27,4659.92,251,654,1,83.2,0
101242,DE,Analytics,68,5277.47,74,827,0,50.2,0
101243,US,Analytics,42,3256.62,271,248,1,64.0,0
101244,DE,Forecasting,66,3564.77,323,1049,3,63.3,0
101245,US,Forecasting,51,5910.03,237,1043,0,71.5,1
101246,IN,Core,63,4019.05,386,100,3,71.7,0
101247,US,Forecasting,14,4233.14,136,367,1,75.5,0
101248,UK,Support AI,67,4007.39,281,668,1,94.6,0
101249,UK,Core,68,5446.33,141,590,1,55.8,0
101250,US,Support AI,3,5488.99,256,308,1,55.0,1
101251,US,Forecasting,26,5424.53,36,636,2,71.5,0
101252,US,Analytics,30,4229.22,138,1155,5,88.3,0
101253,IN,Forecasting,30,3240.32,355,371,1,47.5,0
101254,US,Forecasting,56,6317.73,390,265,3,72.6,0
101255,UK,Support AI,50,5141.94,139,886,2,65.2,0
101256,SG,Core,16,3697.68,132,686,3,80.0,0
101257,UK,Core,44,5766.2,152,831,2,76.8,0
101258,IN,Forecasting,70,3610.83,143,776,2,68.7,0
101259,UK,Analytics,32,5751.77,496,913,0,74.8,0
101260,US,Core,66,5826.11,327,875,2,58.8,0
101261,IN,Analytics,47,3186.37,195,728,3,79.2,0
101262,DE,Forecasting,66,4839.93,233,547,2,87.4,0
101263,UK,Core,65,5060.41,257,553,0,69.4,0
101264,IN,Support AI,2,7076.4,278,320,1,62.3,1
101265,UK,Analytics,57,3383.47,196,540,3,66.0,0
101266,US,Core,14,5775.8,487,727,4,79.1,0
101267,UK,Core,59,4219.08,148,860,0,67.4,0
101268,IN,Support AI,58,2834.5,216,928,3,51.2,0
101269,IN,Core,19,4068.01,7,454,2,81.3,0
101270,UK,Analytics,5,4202.71,248,880,5,54.2,1
101271,DE,Forecasting,30,3035.22,428,526,2,73.9,0
101272,DE,Forecasting,22,4543.39,498,431,1,41.9,0
101273,IN,Analytics,40,5253.59,239,198,0,69.5,0
101274,US,Core,6,4462.02,74,321,3,67.0,1
101275,DE,Forecasting,4,3603.97,361,816,3,40.5,0
101276,US,Analytics,32,4036.68,322,262,2,72.7,0
101277,US,Core,55,4195.0,479,95,2,52.6,0
101278,UK,Core,23,4439.05,255,328,1,69.2,0
101279,IN,Forecasting,23,5420.81,6,1188,5,62.2,0
101280,DE,Core,12,4499.13,450,182,1,47.3,0
101281,IN,Analytics,21,2657.03,339,175,1,53.4,0
101282,IN,Core,22,3581.45,401,485,3,54.5,0
101283,AU,Support AI,19,4382.62,63,461,4,81.8,0
101284,UK,Forecasting,25,5436.54,231,1104,1,79.7,0
101285,UK,Support AI,21,5627.63,231,287,1,98.7,0
101286,DE,Core,49,6152.15,137,502,4,60.8,0
101287,DE,Analytics,24,4343.68,424,350,2,60.4,0
101288,IN,Analytics,54,5039.64,98,302,3,69.9,0
101289,IN,Forecasting,43,2600.09,40,388,2,63.0,0
101290,IN,Support AI,46,4672.87,120,310,0,59.8,0
101291,AU,Core,42,3017.21,494,862,5,68.8,0
101292,IN,Support AI,66,4131.21,61,948,2,77.9,0
101293,DE,Forecasting,19,7532.82,292,214,3,38.4,0
101294,DE,Support AI,70,4533.91,95,596,4,60.0,0
101295,DE,Core,15,3249.81,200,318,2,48.4,1
101296,US,Support AI,10,4648.57,278,1041,2,65.8,0
101297,US,Analytics,59,3631.22,14,124,1,74.1,0
101298,SG,Analytics,64,3143.18,124,492,3,83.6,0
101299,DE,Core,7,6513.45,295,399,1,61.9,0
101300,US,Support AI,43,5373.49,12,438,1,69.5,0
101301,IN,Support AI,37,4580.09,249,1129,4,44.5,0
101302,SG,Core,16,3768.99,303,650,2,56.0,0
101303,US,Analytics,37,3858.13,111,457,1,70.9,0
101304,UK,Forecasting,49,5896.73,85,970,0,49.0,0
101305,UK,Forecasting,41,4537.24,247,933,1,85.3,0
101306,IN,Core,37,808.91,360,176,6,75.3,0
101307,AU,Analytics,63,6863.03,11,555,3,55.3,0
101308,US,Analytics,17,4401.37,172,496,2,47.2,1
101309,UK,Analytics,45,4577.71,499,541,2,57.9,0
101310,DE,Support AI,23,5395.36,171,420,2,55.4,1
101311,UK,Core,70,4711.94,169,989,3,51.0,0
101312,IN,Forecasting,18,5021.6,370,1195,3,48.3,0
101313,US,Support AI,62,3733.9,242,35,1,64.8,0
101314,US,Support AI,45,2847.23,198,1028,4,78.3,0
101315,AU,Support AI,16,4508.26,393,1038,3,58.0,0
101316,IN,Core,54,5774.78,20,440,2,74.2,0
101317,US,Core,18,3487.42,357,583,2,63.4,0
101318,SG,Support AI,19,3399.17,193,125,3,76.6,0
101319,UK,Forecasting,25,5543.12,444,423,3,57.0,0
101320,IN,Forecasting,49,3697.03,363,288,3,71.9,0
101321,IN,Analytics,28,3748.38,470,1088,1,69.7,0
101322,US,Forecasting,41,3789.54,68,131,1,87.1,0
101323,SG,Core,40,4128.52,98,409,2,75.8,0
101324,DE,Analytics,14,2469.0,452,578,1,71.6,0
101325,UK,Forecasting,17,3606.73,198,1173,1,47.4,0
101326,DE,Core,22,4453.4,408,981,1,60.6,0
101327,IN,Core,16,4445.56,344,1123,1,56.8,0
101328,US,Core,66,5473.79,252,374,2,56.5,0
101329,US,Core,28,6223.33,27,323,3,68.2,0
101330,SG,Support AI,29,5863.73,41,686,2,71.4,0
101331,IN,Forecasting,48,5206.12,359,410,1,71.9,0
101332,IN,Support AI,56,4036.39,53,21,0,85.7,0
101333,UK,Analytics,49,3514.62,7,975,0,74.8,0
101334,UK,Forecasting,40,4219.67,113,116,3,50.8,0
101335,UK,Support AI,70,4844.14,457,237,0,70.8,0
101336,US,Analytics,64,5104.13,315,1132,3,76.2,0
101337,IN,Forecasting,15,4885.39,360,879,1,85.7,0
101338,UK,Forecasting,12,4066.71,327,772,1,65.8,0
101339,DE,Support AI,28,5065.55,284,157,1,66.0,0
101340,US,Support AI,60,5586.96,131,303,5,83.1,0
101341,UK,Forecasting,69,5168.18,217,249,4,70.5,0
101342,IN,Forecasting,50,4164.79,274,770,5,45.6,0
101343,IN,Support AI,49,3282.77,494,602,2,42.6,1
101344,UK,Forecasting,17,3256.68,450,434,3,93.8,0
101345,IN,Analytics,43,3450.66,369,895,1,44.0,1
101346,IN,Forecasting,14,4482.78,407,934,0,65.7,0
101347,DE,Forecasting,39,4771.78,404,888,2,80.4,0
101348,IN,Core,14,2644.01,335,129,1,43.3,0
101349,US,Forecasting,6,3645.61,413,731,1,52.9,1
101350,SG,Forecasting,69,4467.61,41,254,1,50.5,0
101351,UK,Support AI,64,3210.35,15,328,8,93.2,0
101352,DE,Forecasting,49,4677.29,224,1174,2,96.3,0
101353,DE,Core,45,3861.83,32,500,5,57.7,0
101354,UK,Support AI,18,3404.24,173,945,1,76.1,1
101355,US,Forecasting,41,4258.53,103,297,0,72.3,0
101356,IN,Analytics,54,4631.51,479,1166,1,64.1,0
101357,IN,Support AI,39,3266.62,329,334,3,45.2,0
101358,AU,Analytics,21,3933.13,25,220,4,100.0,0
101359,US,Analytics,28,4714.45,313,389,3,42.6,0
101360,AU,Support AI,60,3361.7,367,210,2,71.0,0
101361,DE,Support AI,19,2376.47,165,719,2,58.9,1
101362,IN,Forecasting,69,2509.77,441,175,3,82.1,0
101363,US,Analytics,54,3740.14,486,251,1,79.8,0
101364,IN,Support AI,64,2749.74,490,843,3,54.3,0
101365,IN,Core,37,3817.51,51,53,1,56.9,0
101366,US,Forecasting,16,6031.44,227,530,1,46.3,0
101367,US,Forecasting,3,2683.54,389,831,4,70.7,1
101368,US,Support AI,38,3889.13,224,536,2,78.0,1
101369,DE,Analytics,29,6545.54,243,29,7,61.8,0
101370,US,Support AI,9,4648.94,167,192,4,64.6,0
101371,UK,Core,66,3795.5,212,1165,4,94.7,0
101372,IN,Support AI,69,4027.43,348,927,2,81.1,0
101373,UK,Core,27,4672.3,17,422,3,86.9,0
101374,UK,Forecasting,48,6065.35,400,1048,3,36.6,0
101375,US,Core,30,3616.06,365,10,2,75.7,0
101376,AU,Support AI,36,3366.63,73,59,2,71.5,0
101377,UK,Support AI,45,2683.31,386,1061,3,50.5,0
101378,AU,Core,30,4313.41,263,810,3,53.4,0
101379,IN,Support AI,57,2653.74,162,720,0,64.9,0
101380,IN,Analytics,14,3689.84,230,415,4,49.2,0
101381,US,Forecasting,48,3200.45,260,981,0,56.8,0
101382,IN,Core,70,5381.54,109,730,3,61.5,0
101383,UK,Core,61,3640.76,305,523,3,76.0,0
101384,UK,Core,4,4636.62,316,458,2,58.1,1
101385,US,Forecasting,9,2435.5,186,426,2,61.7,1
101386,SG,Forecasting,45,4344.66,232,691,2,82.3,0
101387,DE,Support AI,66,2876.52,309,787,0,43.3,0
101388,UK,Core,60,3731.79,254,966,2,71.2,0
101389,US,Forecasting,65,6632.32,219,488,2,73.5,0
101390,UK,Core,11,5225.39,478,306,4,73.8,0
101391,UK,Analytics,37,4058.75,439,668,0,61.0,0
101392,US,Core,52,7718.84,192,701,0,53.1,0
101393,US,Core,45,3193.31,360,335,2,89.3,0
101394,UK,Forecasting,56,5481.74,406,90,6,56.0,0
101395,US,Support AI,16,2514.06,59,401,2,52.4,1
101396,IN,Forecasting,33,3931.68,297,87,2,68.3,1
101397,UK,Support AI,32,2717.43,400,101,2,57.7,1
101398,IN,Forecasting,67,4483.0,33,1159,1,82.7,0
101399,DE,Core,15,4261.57,172,938,2,64.3,0
101400,IN,Analytics,24,3861.57,399,45,3,84.5,0
101401,US,Support AI,2,5401.26,468,420,2,74.3,0
101402,UK,Core,11,3576.19,496,307,1,62.6,0
101403,DE,Core,70,4559.54,303,1170,2,83.6,0
101404,US,Support AI,61,5102.61,26,526,1,58.9,0
101405,DE,Core,19,2568.46,18,313,2,63.5,0
101406,UK,Support AI,50,3376.74,406,762,4,75.4,0
101407,US,Support AI,43,4259.25,368,571,0,71.2,1
101408,UK,Forecasting,65,4893.17,100,227,3,58.6,0
101409,SG,Forecasting,22,5763.36,69,368,2,46.5,0
101410,UK,Core,71,3962.53,77,155,3,67.7,0
101411,UK,Analytics,27,3851.88,439,833,5,57.8,0
101412,UK,Support AI,51,3240.14,383,1164,5,68.4,1
101413,UK,Support AI,29,4562.98,474,970,1,62.1,0
101414,US,Analytics,48,3873.17,61,452,2,58.0,0
101415,SG,Support AI,24,3898.56,349,585,1,64.2,1
101416,IN,Support AI,60,4096.72,462,75,2,67.0,0
101417,IN,Core,46,4806.79,268,442,1,77.7,0
101418,UK,Forecasting,21,3579.9,388,41,4,73.9,0
101419,UK,Forecasting,69,3350.63,303,894,0,97.3,0
101420,SG,Forecasting,51,4674.9,8,1091,2,70.0,0
101421,IN,Support AI,31,871.7,217,232,4,58.6,0
101422,IN,Support AI,10,3535.95,134,809,2,65.7,0
101423,DE,Forecasting,70,2933.56,46,720,4,76.0,0
101424,DE,Analytics,54,5523.58,299,503,0,82.0,0
101425,DE,Support AI,48,3714.97,464,881,1,86.8,0
101426,US,Support AI,60,3583.21,31,816,2,53.8,0
101427,US,Forecasting,44,4146.52,167,325,2,85.9,0
101428,SG,Forecasting,17,3545.09,336,958,3,67.4,0
101429,IN,Core,17,3757.09,159,787,2,55.0,0
101430,UK,Analytics,6,4306.82,62,377,0,65.1,0
101431,IN,Core,5,3735.76,99,883,5,85.0,0
101432,US,Forecasting,52,3727.86,17,769,3,74.4,0
101433,US,Support AI,61,3088.83,496,143,2,51.0,0
101434,US,Core,12,2930.84,248,202,2,51.1,0
101435,UK,Support AI,41,4266.7,471,390,2,50.7,0
101436,US,Core,9,4537.26,344,56,3,57.8,1
101437,IN,Core,30,2629.03,177,489,2,69.1,0
101438,UK,Support AI,57,5035.94,471,555,1,52.2,0
101439,UK,Core,58,5040.45,133,931,2,62.0,0
101440,US,Forecasting,68,5272.16,94,208,0,87.6,0
101441,US,Support AI,23,4529.88,403,682,2,90.6,0
101442,US,Analytics,68,4900.79,278,798,1,89.7,0
101443,US,Core,56,6603.53,214,541,2,42.9,0
101444,US,Analytics,25,3868.33,296,1089,1,91.4,0
101445,IN,Core,24,3049.74,484,384,2,69.3,1
101446,UK,Forecasting,8,2512.53,143,491,0,69.1,0
101447,IN,Support AI,66,6131.24,451,7,2,82.4,0
101448,AU,Support AI,15,6145.67,455,494,1,77.8,0
101449,US,Support AI,20,3182.94,380,27,1,41.8,0
101450,UK,Support AI,30,3399.95,82,1180,2,59.4,0
101451,IN,Support AI,10,3843.61,49,290,3,62.9,0
101452,UK,Support AI,58,5546.68,64,975,2,49.4,0
101453,UK,Forecasting,50,2783.97,352,142,0,82.0,0
101454,DE,Support AI,12,2036.72,202,331,2,88.1,1
101455,US,Analytics,12,6584.27,493,146,3,67.9,0
101456,US,Analytics,2,4543.61,8,444,2,72.2,0
101457,IN,Support AI,68,4699.85,189,724,3,67.8,0
101458,UK,Analytics,31,3974.38,135,505,7,69.4,1
101459,DE,Analytics,47,4712.36,441,727,2,83.6,0
101460,SG,Core,11,2534.37,64,968,0,43.3,1
101461,IN,Analytics,17,3274.99,207,56,1,74.8,0
101462,US,Forecasting,39,4315.67,434,510,2,68.2,0
101463,DE,Support AI,15,1702.02,485,713,3,58.0,1
101464,AU,Core,44,3867.23,458,629,2,61.0,0
101465,AU,Forecasting,66,3799.42,328,177,3,93.7,0
101466,IN,Support AI,22,3867.04,85,250,2,49.4,0
101467,US,Support AI,44,3593.81,52,454,4,65.6,0
101468,SG,Support AI,66,3104.52,208,782,2,90.8,0
101469,US,Core,64,2195.76,242,1187,1,50.2,0
101470,UK,Analytics,1,4359.22,259,444,2,61.6,0
101471,US,Support AI,8,3869.86,29,627,2,68.6,0
101472,US,Support AI,71,2687.19,339,369,1,73.8,0
101473,IN,Forecasting,66,4268.79,200,43,3,66.9,0
101474,IN,Support AI,23,3875.55,58,479,2,55.5,0
101475,IN,Forecasting,37,3692.87,458,419,3,74.3,0
101476,IN,Core,41,1827.42,181,183,3,66.6,0
101477,UK,Support AI,48,4951.04,119,806,0,76.8,0
101478,IN,Core,54,2843.64,248,312,4,80.9,0
101479,IN,Analytics,27,4269.6,475,271,2,47.2,0
101480,IN,Core,64,3310.9,413,468,3,82.5,0
101481,US,Forecasting,5,3772.4,54,1157,2,64.4,0
101482,IN,Core,3,5467.52,344,764,1,79.6,0
101483,US,Forecasting,69,4784.78,334,512,3,74.9,0
101484,AU,Support AI,13,5443.04,443,985,2,94.0,0
101485,US,Support AI,71,4563.42,483,28,2,68.1,0
101486,UK,Analytics,21,4635.76,374,406,5,62.4,0
101487,IN,Support AI,26,2240.75,328,650,3,60.8,0
101488,UK,Analytics,2,3850.72,180,587,2,53.5,0
101489,IN,Forecasting,68,3952.6,450,812,3,79.3,0
101490,US,Forecasting,26,5546.03,471,842,3,52.6,0
101491,UK,Core,12,3643.15,495,548,0,79.2,0
101492,AU,Core,35,4491.35,477,1115,0,64.9,0
101493,SG,Core,11,4448.33,322,1114,2,43.3,0
101494,IN,Support AI,57,5473.44,478,571,2,88.8,0
101495,AU,Support AI,6,4052.88,392,1082,0,20.7,1
101496,UK,Analytics,36,5110.57,123,770,2,66.9,1
101497,AU,Support AI,28,2324.65,20,169,2,71.3,1
101498,DE,Core,3,2424.58,490,146,1,35.7,1
101499,AU,Support AI,4,1688.32,216,98,1,74.2,0
101500,AU,Core,37,5064.58,437,256,0,58.6,0
101501,UK,Core,29,4941.03,147,376,0,64.5,0
101502,DE,Support AI,10,5186.51,183,85,1,86.8,0
101503,IN,Analytics,10,3454.9,412,730,2,70.0,0
101504,UK,Analytics,58,3580.1,265,495,1,63.1,0
101505,IN,Support AI,52,4066.85,340,723,0,65.6,0
101506,SG,Analytics,44,5788.07,163,605,2,92.9,0
101507,IN,Support AI,60,6063.21,309,328,6,73.7,0
101508,US,Core,5,5073.19,246,739,3,55.6,1
101509,SG,Core,49,4564.12,466,1141,1,61.2,0
101510,US,Analytics,54,5668.92,248,382,0,51.3,0
101511,US,Forecasting,15,3918.57,48,370,2,61.7,0
101512,AU,Core,39,3769.96,369,620,2,90.5,0
101513,SG,Core,55,4058.08,477,965,3,65.7,0
101514,UK,Forecasting,43,3123.41,441,639,2,49.3,0
101515,US,Analytics,18,4007.49,54,998,1,74.0,0
101516,US,Analytics,48,2970.85,499,91,4,62.5,0
101517,UK,Core,54,5327.51,176,120,3,75.9,0
101518,US,Core,1,4798.06,417,489,2,64.6,0
101519,US,Core,41,5772.52,316,281,3,88.2,0
101520,DE,Forecasting,36,2407.79,486,30,3,55.3,1
101521,IN,Core,27,6291.87,174,260,4,51.7,0
101522,UK,Core,4,2470.28,305,327,1,81.1,0
101523,SG,Support AI,6,2881.86,342,1103,0,40.0,0
101524,SG,Analytics,54,3517.1,81,939,3,65.6,0
101525,US,Forecasting,59,5638.49,388,423,1,79.2,0
101526,DE,Analytics,30,4448.13,75,1149,2,37.3,1
101527,IN,Support AI,67,3931.79,415,1004,6,68.9,0
101528,US,Support AI,66,3328.11,67,303,2,47.1,0
101529,US,Analytics,48,2686.47,93,575,2,42.2,1
101530,DE,Forecasting,42,5445.89,249,1106,2,53.1,0
101531,US,Analytics,69,5078.5,95,550,2,65.4,0
101532,IN,Support AI,44,5687.7,42,446,3,58.1,0
101533,SG,Analytics,67,4636.5,30,1084,3,83.5,0
101534,US,Support AI,70,1293.69,146,793,3,69.2,0
101535,IN,Forecasting,14,2830.96,247,530,1,61.2,1
101536,SG,Forecasting,47,4711.36,26,1044,2,49.7,0
101537,SG,Analytics,52,3793.31,73,894,3,71.1,0
101538,UK,Support AI,59,3585.27,307,419,0,96.8,0
101539,IN,Forecasting,25,2986.45,162,510,1,58.2,0
101540,UK,Support AI,62,5242.35,380,59,2,59.8,1
101541,US,Support AI,35,4701.81,421,124,1,53.1,0
101542,DE,Core,28,4751.31,20,1145,3,84.6,0
101543,US,Support AI,12,3503.04,474,66,2,81.0,0
101544,IN,Support AI,23,4393.92,343,1004,0,61.8,0
101545,DE,Core,70,2728.46,411,252,3,59.6,0
101546,US,Support AI,51,4057.19,241,651,3,54.8,0
101547,SG,Forecasting,52,1419.28,5,867,2,63.9,0
101548,DE,Analytics,64,2475.07,443,1189,1,82.3,0
101549,US,Core,19,3845.46,286,450,2,68.6,0
101550,US,Analytics,47,6812.63,23,1110,1,86.0,0
101551,IN,Core,27,2219.18,87,546,3,57.9,0
101552,DE,Forecasting,61,2832.06,106,1040,1,35.6,0
101553,DE,Forecasting,30,4438.45,190,124,2,100.0,0
101554,US,Forecasting,61,6146.37,223,323,4,71.0,0
101555,SG,Forecasting,54,4422.39,216,748,2,78.9,0
101556,UK,Analytics,55,4972.36,434,848,1,57.0,0
101557,IN,Forecasting,66,3828.64,471,964,1,48.9,0
101558,AU,Support AI,57,3638.32,340,431,4,70.2,0
101559,UK,Core,23,4290.4,318,750,3,40.1,1
101560,UK,Analytics,38,3475.88,432,746,1,64.3,0
101561,IN,Support AI,34,4996.7,137,1181,5,82.3,0
101562,UK,Support AI,5,2433.1,281,143,3,74.3,0
101563,UK,Support AI,43,5178.99,323,22,1,71.6,1
101564,SG,Core,32,4243.24,146,691,2,92.4,0
101565,IN,Analytics,28,3963.81,476,21,2,73.3,0
101566,US,Core,8,2392.72,121,237,2,41.3,0
101567,US,Support AI,36,3122.23,34,601,0,65.9,0
101568,IN,Forecasting,42,5518.52,165,323,3,95.0,0
101569,IN,Core,8,3970.54,408,321,4,63.7,0
101570,IN,Core,46,4506.24,190,417,5,94.1,0
101571,IN,Forecasting,12,3232.51,112,824,4,82.3,0
101572,IN,Support AI,11,4168.04,436,440,3,62.3,0
101573,UK,Support AI,29,2690.63,80,952,1,52.9,0
101574,US,Support AI,28,4309.87,83,193,2,72.8,0
101575,US,Support AI,65,4607.7,449,125,1,85.8,0
101576,SG,Support AI,5,4552.68,164,202,0,45.9,1
101577,UK,Support AI,25,3206.06,5,1101,4,69.7,0
101578,UK,Support AI,53,3823.74,219,335,4,39.4,1
101579,UK,Analytics,18,4790.91,371,38,1,63.2,0
101580,UK,Support AI,70,3967.42,379,380,3,44.8,0
101581,DE,Support AI,53,3883.96,48,827,2,75.9,0
101582,IN,Core,68,6293.81,144,436,2,58.4,0
101583,US,Forecasting,68,3153.91,310,463,1,84.2,0
101584,IN,Analytics,8,5388.46,331,106,3,60.4,0
101585,UK,Core,33,2929.85,312,801,2,59.2,0
101586,DE,Core,53,4920.26,172,266,1,45.4,0
101587,IN,Core,1,4978.97,432,119,3,73.5,0
101588,DE,Support AI,33,3638.6,43,858,2,74.9,0
101589,US,Support AI,49,2860.78,412,1124,1,81.2,0
101590,US,Core,57,2032.52,470,733,4,77.2,0
101591,US,Forecasting,30,3523.38,344,1125,4,73.6,0
101592,UK,Forecasting,62,4778.84,217,484,3,76.3,0
101593,IN,Forecasting,48,3014.61,193,624,0,77.8,0
101594,UK,Forecasting,4,4306.64,220,430,2,80.7,0
101595,AU,Support AI,20,2575.93,87,612,1,46.6,0
101596,US,Forecasting,67,3942.72,114,1071,2,61.5,0
101597,US,Forecasting,1,2938.25,319,762,5,45.3,1
101598,UK,Forecasting,8,4114.22,277,34,4,72.6,0
101599,US,Analytics,25,3648.81,251,697,2,90.8,0
101600,UK,Support AI,71,2890.6,240,454,4,80.5,0
101601,US,Analytics,51,3475.24,43,653,1,59.5,0
101602,AU,Support AI,11,3172.43,434,670,3,75.1,1
101603,UK,Forecasting,28,2754.68,478,708,5,72.9,0
101604,US,Forecasting,67,5391.02,126,1039,1,71.3,0
101605,US,Support AI,16,3803.81,160,1030,0,49.8,0
101606,UK,Forecasting,41,1777.55,317,1165,2,86.4,0
101607,US,Forecasting,33,3514.39,6,734,1,51.5,1
101608,IN,Forecasting,54,5206.18,55,344,6,62.9,0
101609,IN,Forecasting,54,3362.51,451,237,3,81.4,0
101610,US,Analytics,60,5847.52,90,1019,2,62.8,0
101611,SG,Forecasting,9,3257.67,290,1096,5,69.1,1
101612,SG,Support AI,33,4753.75,441,47,0,69.7,0
101613,DE,Forecasting,50,5340.3,367,261,4,68.9,1
101614,UK,Support AI,30,4695.21,139,816,4,69.6,0
101615,US,Support AI,48,2688.06,80,200,2,71.0,0
101616,US,Analytics,46,3163.28,360,62,0,69.0,0
101617,IN,Core,27,5487.08,205,1196,1,55.5,0
101618,UK,Analytics,8,3314.93,483,118,3,46.3,1
101619,US,Support AI,69,5273.24,324,258,1,82.0,0
101620,US,Support AI,59,3726.69,10,1186,6,82.6,0
101621,IN,Forecasting,64,4355.58,129,122,0,72.7,0
101622,UK,Support AI,22,2675.28,373,960,2,72.6,0
101623,US,Core,23,3530.91,352,675,2,55.2,1
101624,DE,Forecasting,23,3237.16,372,649,3,33.9,0
101625,SG,Forecasting,3,4448.16,120,993,3,64.5,1
101626,DE,Forecasting,13,4302.52,128,28,1,41.4,0
101627,US,Forecasting,22,4708.91,108,75,6,70.6,0
101628,US,Analytics,71,3660.43,349,237,4,86.3,0
101629,IN,Forecasting,15,3176.75,10,589,0,59.4,0
101630,IN,Forecasting,37,4401.0,408,1154,1,60.2,0
101631,UK,Support AI,39,3067.45,144,84,0,53.9,0
101632,AU,Core,26,5386.26,246,505,2,68.6,1
